Size of Data  (KB),Server Data Size,Server Data Size (KB),Time to Send,Time to Receive,Processing Time,Topology,
6,124028,121.1210938,169,112,281,,
6,133498,130.3691406,149,85,234,,
6,142982,139.6308594,160,107,267,,
6,152462,148.8886719,122,70,192,,
6,161936,158.140625,111,62,173,BAn10m2 (iteration 1),
6,10264,10.0234375,94,44,138,,
6,19734,19.27148438,89,49,138,,
6,29204,28.51953125,93,51,144,,
6,38682,37.77539063,108,61,169,,
6,48158,47.02929688,101,42,143,,
6,57624,56.2734375,103,59,162,,
6,67104,65.53125,105,57,162,,
6,76590,74.79492188,115,64,179,,
6,86072,84.0546875,109,62,171,,
6,95552,93.3125,113,65,178,,
6,105054,102.5917969,119,65,184,,
6,114542,111.8574219,131,78,209,,
6,124028,121.1210938,119,68,187,,
6,133506,130.3769531,110,60,170,,
6,142978,139.6269531,127,69,196,,
6,152468,148.8945313,122,67,189,,
6,161946,158.1503906,111,64,175,BAn10m2 (iteration 2),
6,10256,10.015625,113,71,184,,
6,19726,19.26367188,135,81,216,,
6,29180,28.49609375,112,65,177,,
6,38660,37.75390625,109,64,173,,
6,48154,47.02539063,82,42,124,,
6,57632,56.28125,95,57,152,,114.4
6,67110,65.53710938,93,41,134,,
6,76598,74.80273438,99,65,164,,
6,86074,84.05664063,109,64,173,,
6,95552,93.3125,123,74,197,,
6,105026,102.5644531,103,61,164,,
6,114508,111.8242188,138,84,222,,
6,123972,121.0664063,144,91,235,,
6,133422,130.2949219,125,76,201,,
6,142898,139.5488281,142,86,228,,
6,152376,148.8046875,116,67,183,,
6,161862,158.0683594,121,70,191,BAn10m2 (iteration 3),
6,10264,10.0234375,92,59,151,,
6,19734,19.27148438,95,56,151,,
6,29226,28.54101563,92,68,160,,
6,38704,37.796875,91,50,141,,
6,48180,47.05078125,98,63,161,,
6,57650,56.29882813,99,56,155,,
6,67122,65.54882813,99,51,150,,
6,76610,74.81445313,101,54,155,,
6,86076,84.05859375,101,52,153,,
6,95548,93.30859375,101,57,158,,
6,105032,102.5703125,98,53,151,,
6,114508,111.8242188,126,69,195,,
6,123976,121.0703125,143,87,230,,
6,133450,130.3222656,128,63,191,,
6,142936,139.5859375,102,70,172,,
6,152418,148.8457031,130,86,216,,
6,161902,158.1074219,140,89,229,BAn10m2 (iteration 4),
6,10264,10.0234375,89,56,145,,
6,19734,19.27148438,101,62,163,,
6,29212,28.52734375,101,76,177,,
6,38688,37.78125,94,46,140,,
6,48180,47.05078125,100,58,158,,
6,57654,56.30273438,116,65,181,,
6,67130,65.55664063,89,60,149,,
6,76616,74.8203125,88,50,138,,
6,86080,84.0625,84,46,130,,
6,95560,93.3203125,116,74,190,,
6,105046,102.5839844,142,81,223,,
6,114530,111.8457031,118,69,187,,
6,124002,121.0957031,112,68,180,,
6,133466,130.3378906,107,60,167,,
6,142950,139.5996094,107,74,181,,
6,152428,148.8554688,111,78,189,,
6,161890,158.0957031,119,70,189,BAn10m2 (iteration 5),
6,10260,10.01953125,83,52,135,,
6,19730,19.26757813,89,54,143,,
6,29210,28.52539063,96,60,156,,
6,38694,37.78710938,100,59,159,,
6,48166,47.03710938,90,52,142,,
6,57654,56.30273438,100,68,168,,
6,67126,65.55273438,113,40,153,,
6,76604,74.80859375,109,62,171,,
6,86082,84.06445313,119,70,189,,
6,95560,93.3203125,124,67,191,,
6,105040,102.578125,117,69,186,,
6,114520,111.8359375,110,62,172,,
6,123992,121.0859375,112,64,176,,
6,133462,130.3339844,151,91,242,,
6,142944,139.59375,146,84,230,,
6,152422,148.8496094,136,71,207,,
6,161896,158.1015625,133,75,208,,
6,171372,167.3554688,119,65,184,,
6,180858,176.6191406,120,69,189,,
6,190318,185.8574219,122,68,190,,
6,199786,195.1035156,120,61,181,,
6,209258,204.3535156,124,67,191,,
6,218742,213.6152344,118,50,168,,
6,228204,222.8554688,116,61,177,BAn10m3 (iteration 1),
6,10262,10.02148438,87,55,142,,
6,19730,19.26757813,94,58,152,,
6,29212,28.52734375,94,57,151,,
6,38690,37.78320313,109,75,184,,
6,48168,47.0390625,151,92,243,,
6,57644,56.29296875,121,70,191,,
6,67118,65.54492188,114,51,165,,
6,76586,74.79101563,128,83,211,,
6,86058,84.04101563,103,59,162,,
6,95532,93.29296875,94,48,142,,
6,105002,102.5410156,121,69,190,,
6,114468,111.7851563,111,60,171,,
6,123948,121.0429688,111,68,179,,
6,133440,130.3125,99,67,166,,
6,142920,139.5703125,105,63,168,,
6,152392,148.8203125,110,67,177,,
6,161874,158.0800781,134,82,216,,
6,171354,167.3378906,136,65,201,,
6,180826,176.5878906,114,57,171,,
6,190310,185.8496094,139,79,218,,
6,199786,195.1035156,103,50,153,,
6,209274,204.3691406,120,65,185,,
6,218744,213.6171875,113,72,185,,
6,228222,222.8730469,120,71,191,BAn10m3 (iteration 2),
6,10264,10.0234375,105,74,179,,
6,19734,19.27148438,105,62,167,,
6,29216,28.53125,106,63,169,,
6,38692,37.78515625,97,69,166,,
6,48166,47.03710938,115,70,185,,
6,57664,56.3125,124,75,199,,
6,67124,65.55078125,110,58,168,,
6,76620,74.82421875,124,68,192,,
6,86086,84.06835938,100,53,153,,
6,95574,93.33398438,112,72,184,,
6,105046,102.5839844,103,50,153,,
6,114522,111.8378906,124,71,195,,
6,124010,121.1035156,96,49,145,,
6,133480,130.3515625,108,55,163,,
6,142962,139.6113281,95,47,142,,
6,152436,148.8632813,118,62,180,,
6,161918,158.1230469,133,74,207,,
6,171390,167.3730469,133,75,208,,
6,180872,176.6328125,139,89,228,,
6,190356,185.8945313,145,80,225,,
6,199828,195.1445313,191,110,301,,
6,209304,204.3984375,179,100,279,,
6,218788,213.6601563,211,131,342,,
6,228266,222.9160156,148,80,228,BAn10m3 (iteration 3),
6,10260,10.01953125,119,58,177,,
6,19728,19.265625,92,55,147,,
6,29210,28.52539063,108,74,182,,
6,38678,37.77148438,135,75,210,,
6,48164,47.03515625,80,45,125,,
6,57632,56.28125,83,58,141,,
6,67102,65.52929688,144,84,228,,
6,76580,74.78515625,123,66,189,,
6,86058,84.04101563,94,65,159,,
6,95536,93.296875,101,56,157,,
6,105014,102.5527344,113,64,177,,
6,114480,111.796875,114,65,179,,
6,123954,121.0488281,108,61,169,,
6,133424,130.296875,105,58,163,,
6,142908,139.5585938,117,70,187,,
6,152382,148.8105469,135,71,206,,
6,161862,158.0683594,158,93,251,,
6,171338,167.3222656,165,85,250,,
6,180818,176.5800781,131,71,202,,
6,190300,185.8398438,111,62,173,,
6,199770,195.0878906,124,64,188,,
6,209266,204.3613281,127,68,195,,
6,218734,213.6074219,124,70,194,,
6,228208,222.859375,109,63,172,BAn10m3 (iteration 4),
6,10262,10.02148438,92,60,152,,
6,19732,19.26953125,95,58,153,,
6,29210,28.52539063,93,56,149,,
6,38690,37.78320313,92,64,156,,
6,48170,47.04101563,98,63,161,,
6,57648,56.296875,104,65,169,,
6,67128,65.5546875,90,53,143,,
6,76600,74.8046875,84,56,140,,
6,86076,84.05859375,111,67,178,,
6,95572,93.33203125,105,55,160,,
6,105050,102.5878906,138,82,220,,
6,114530,111.8457031,119,70,189,,
6,124014,121.1074219,143,83,226,,
6,133484,130.3554688,135,81,216,,
6,142964,139.6132813,141,80,221,,
6,152434,148.8613281,116,62,178,,
6,161906,158.1113281,118,59,177,,
6,171392,167.375,108,61,169,,
6,180860,176.6210938,109,60,169,,
6,190336,185.875,118,59,177,,
6,199822,195.1386719,117,68,185,,
6,209292,204.3867188,134,70,204,,
6,218760,213.6328125,123,68,191,,
6,228232,222.8828125,119,67,186,BAn10m3 (iteration 5),
6,10264,10.0234375,164,86,250,,
6,19732,19.26953125,176,85,261,,
6,29210,28.52539063,144,84,228,,
6,38690,37.78320313,116,67,183,,
6,48166,47.03710938,114,66,180,,
6,57650,56.29882813,115,62,177,,
6,67122,65.54882813,125,71,196,,
6,76592,74.796875,131,70,201,,
6,86060,84.04296875,130,64,194,,
6,95546,93.30664063,119,61,180,,
6,105020,102.5585938,158,81,239,,
6,114488,111.8046875,126,65,191,,
6,123980,121.0742188,125,61,186,,
6,133466,130.3378906,125,66,191,,
6,142948,139.5976563,134,66,200,,
6,152414,148.8417969,168,76,244,,
6,161886,158.0917969,116,63,179,,
6,171376,167.359375,142,78,220,,
6,180864,176.625,158,87,245,,
6,190338,185.8769531,178,97,275,,
6,199820,195.1367188,158,83,241,,
6,209300,204.3945313,179,97,276,,
6,218776,213.6484375,137,70,207,,
6,228258,222.9082031,132,72,204,,
6,237734,232.1621094,139,71,210,,
6,247226,241.4316406,178,77,255,,
6,256714,250.6972656,194,89,283,,
6,266184,259.9453125,169,79,248,,
6,275664,269.203125,175,78,253,,
6,285152,278.46875,142,73,215,,
6,294624,287.71875,150,65,215,,
6,304108,296.9804688,150,65,215,,
6,313588,306.2382813,167,85,252,,
6,323068,315.4960938,151,73,224,,
6,332548,324.7539063,152,74,226,BAn10m5 (iteration 1),
6,10260,10.01953125,108,69,177,,
6,19730,19.26757813,103,63,166,,
6,29210,28.52539063,105,60,165,,
6,38690,37.78320313,112,71,183,,
6,48164,47.03515625,120,73,193,,
6,57636,56.28515625,118,64,182,,
6,67122,65.54882813,141,64,205,,
6,76598,74.80273438,151,86,237,,
6,86064,84.046875,123,58,181,,
6,95530,93.29101563,136,87,223,,
6,105002,102.5410156,126,74,200,,
6,114462,111.7792969,223,60,283,,
6,123948,121.0429688,142,69,211,,
6,133434,130.3066406,140,68,208,,
6,142916,139.5664063,153,67,220,,
6,152402,148.8300781,112,61,173,,
6,161886,158.0917969,131,77,208,,
6,171370,167.3535156,119,61,180,,
6,180842,176.6035156,127,61,188,,
6,190324,185.8632813,132,70,202,,
6,199802,195.1191406,140,68,208,,
6,209276,204.3710938,138,76,214,,
6,218758,213.6308594,122,65,187,,
6,228244,222.8945313,234,73,307,,
6,237724,232.1523438,161,88,249,,
6,247200,241.40625,184,103,287,,
6,256672,250.65625,165,78,243,,
6,266154,259.9160156,151,83,234,,
6,275620,269.1601563,148,75,223,,
6,285096,278.4140625,140,66,206,,
6,294568,287.6640625,145,65,210,,
6,304040,296.9140625,137,67,204,,
6,313526,306.1777344,134,67,201,,
6,323012,315.4414063,144,63,207,,
6,332492,324.6992188,150,76,226,BAn10m5 (iteration 2),
6,10264,10.0234375,116,68,184,,
6,19732,19.26953125,108,64,172,,
6,29212,28.52734375,118,71,189,,
6,38692,37.78515625,226,169,395,,
6,48166,47.03710938,113,68,181,,
6,57636,56.28515625,119,69,188,,
6,67106,65.53320313,109,61,170,,
6,76580,74.78515625,141,89,230,,
6,86058,84.04101563,148,91,239,,
6,95528,93.2890625,153,90,243,,
6,104994,102.5332031,121,65,186,,
6,114472,111.7890625,140,90,230,,
6,123956,121.0507813,117,70,187,,
6,133418,130.2910156,114,60,174,,
6,142886,139.5371094,116,65,181,,
6,152358,148.7871094,125,59,184,,
6,161842,158.0488281,111,62,173,,
6,171310,167.2949219,141,90,231,,
6,180792,176.5546875,127,64,191,,
6,190270,185.8105469,225,168,393,,
6,199734,195.0527344,223,69,292,,
6,209210,204.3066406,140,73,213,,
6,218686,213.5605469,124,67,191,,
6,228178,222.8300781,141,78,219,,
6,237660,232.0898438,122,64,186,,
6,247138,241.3457031,238,65,303,,
6,256616,250.6015625,136,70,206,,
6,266104,259.8671875,150,77,227,,
6,275582,269.1230469,131,66,197,,
6,285056,278.375,128,65,193,,
6,294532,287.6289063,139,64,203,,
6,304014,296.8886719,238,68,306,,
6,313498,306.1503906,178,90,268,,
6,322988,315.4179688,136,69,205,,
6,332464,324.671875,138,67,205,BAn10m5 (iteration 3),
6,10262,10.02148438,93,57,150,,
6,19732,19.26953125,103,58,161,,
6,29212,28.52734375,103,63,166,,
6,38690,37.78320313,110,61,171,,
6,48164,47.03515625,140,92,232,,
6,57632,56.28125,107,61,168,,
6,67114,65.54101563,101,62,163,,
6,76592,74.796875,103,59,162,,
6,86056,84.0390625,105,58,163,,
6,95538,93.29882813,107,60,167,,
6,105014,102.5527344,125,75,200,,
6,114492,111.8085938,122,70,192,,
6,123964,121.0585938,135,77,212,,
6,133420,130.2929688,119,62,181,,
6,142900,139.5507813,125,70,195,,
6,152376,148.8046875,128,69,197,,
6,161858,158.0644531,116,62,178,,
6,171328,167.3125,114,68,182,,
6,180806,176.5683594,120,70,190,,
6,190280,185.8203125,125,67,192,,
6,199762,195.0800781,127,68,195,,
6,209246,204.3417969,129,73,202,,
6,218720,213.59375,115,63,178,,
6,228196,222.8476563,124,69,193,,
6,237670,232.0996094,148,75,223,,
6,247150,241.3574219,138,77,215,,
6,256628,250.6132813,118,60,178,,
6,266100,259.8632813,131,63,194,,
6,275582,269.1230469,148,80,228,,
6,285064,278.3828125,132,64,196,,
6,294536,287.6328125,141,78,219,,
6,304020,296.8945313,145,78,223,,
6,313492,306.1445313,157,69,226,,
6,322974,315.4042969,135,70,205,,
6,332444,324.6523438,188,95,283,BAn10m5 (iteration 4),
6,10262,10.02148438,106,63,169,,
6,19732,19.26953125,108,60,168,,
6,29214,28.52929688,155,100,255,,
6,38694,37.78710938,110,59,169,,
6,48170,47.04101563,127,76,203,,
6,57628,56.27734375,120,67,187,,
6,67120,65.546875,106,64,170,,
6,76600,74.8046875,195,115,310,,
6,86060,84.04296875,128,75,203,,
6,95542,93.30273438,126,75,201,,
6,105030,102.5683594,135,74,209,,
6,114486,111.8027344,132,79,211,,
6,123966,121.0605469,115,63,178,,
6,133438,130.3105469,116,60,176,,
6,142908,139.5585938,115,64,179,,
6,152390,148.8183594,129,75,204,,
6,161870,158.0761719,146,87,233,,
6,171348,167.3320313,151,88,239,,
6,180828,176.5898438,137,78,215,,
6,190302,185.8417969,131,66,197,,
6,199772,195.0898438,118,64,182,,
6,209242,204.3378906,125,70,195,,
6,218722,213.5957031,124,69,193,,
6,228202,222.8535156,155,78,233,,
6,237670,232.0996094,134,66,200,,
6,247152,241.359375,137,63,200,,
6,256622,250.6074219,143,70,213,,
6,266110,259.8730469,168,90,258,,
6,275594,269.1347656,146,69,215,,
6,285070,278.3886719,148,62,210,,
6,294556,287.6523438,160,70,230,,
6,304020,296.8945313,146,65,211,,
6,313502,306.1542969,154,67,221,,
6,322968,315.3984375,160,74,234,,
6,332442,324.6503906,191,86,277,BAn10m5 (iteration 5),
6,10260,10.01953125,1087,849,1936,,
6,19724,19.26171875,1096,817,1913,,
6,29206,28.52148438,1098,842,1940,,
6,38686,37.77929688,1293,983,2276,,
6,48162,47.03320313,1101,801,1902,,
6,57634,56.28320313,1167,898,2065,,
6,67114,65.54101563,987,721,1708,,
6,76608,74.8125,364,107,471,,
6,86090,84.07226563,169,82,251,,
6,95562,93.32226563,167,97,264,,
6,105058,102.5957031,166,87,253,,
6,114526,111.8417969,181,102,283,,
6,124000,121.09375,171,94,265,,
6,133480,130.3515625,378,112,490,,
6,142964,139.6132813,166,82,248,,
6,152440,148.8671875,150,96,246,,
6,161910,158.1152344,148,88,236,,
6,171402,167.3847656,147,79,226,,
6,180882,176.6425781,317,86,403,,
6,190376,185.9140625,166,82,248,,
6,199852,195.1679688,153,88,241,,
6,209324,204.4179688,172,91,263,,
6,218790,213.6621094,273,66,339,,
6,228254,222.9042969,186,89,275,,
6,237734,232.1621094,153,69,222,,
6,247214,241.4199219,319,83,402,,
6,256692,250.6757813,185,79,264,,
6,266170,259.9316406,377,93,470,,
6,275644,269.1835938,776,60,836,,
6,285124,278.4414063,232,104,336,,
6,294598,287.6933594,259,97,356,,
6,304080,296.953125,188,75,263,,
6,313564,306.2148438,262,124,386,,
6,323032,315.4609375,224,106,330,,
6,332528,324.734375,184,100,284,,
6,342004,333.9882813,835,92,927,,
6,351492,343.2539063,298,128,426,,
6,360958,352.4980469,253,102,355,,
6,370442,361.7597656,259,141,400,,
6,379926,371.0214844,214,97,311,,
6,389400,380.2734375,187,78,265,,
6,398888,389.5390625,217,118,335,BAn10m7 (iteration 1),
6,10258,10.01757813,151,91,242,,
6,19728,19.265625,160,86,246,,243.1354167
6,29208,28.5234375,105,50,155,,
6,38688,37.78125,125,62,187,,
6,48164,47.03515625,109,64,173,,
6,57640,56.2890625,158,96,254,,
6,67120,65.546875,141,76,217,,
6,76608,74.8125,105,50,155,,
6,86078,84.06054688,140,68,208,,
6,95550,93.31054688,106,53,159,,
6,105028,102.5664063,144,75,219,,
6,114504,111.8203125,121,72,193,,
6,123980,121.0742188,118,63,181,,
6,133458,130.3300781,119,54,173,,
6,142930,139.5800781,132,72,204,,
6,152394,148.8222656,137,64,201,,
6,161874,158.0800781,123,70,193,,
6,171374,167.3574219,123,66,189,,
6,180858,176.6191406,135,69,204,,
6,190344,185.8828125,125,50,175,,
6,199820,195.1367188,116,60,176,,
6,209306,204.4003906,146,70,216,,
6,218794,213.6660156,158,68,226,,
6,228276,222.9257813,132,71,203,,
6,237758,232.1855469,138,75,213,,
6,247216,241.421875,157,63,220,,
6,256690,250.6738281,133,62,195,,
6,266160,259.921875,187,80,267,,
6,275632,269.171875,143,69,212,,
6,285116,278.4335938,141,73,214,,
6,294588,287.6835938,131,67,198,,
6,304064,296.9375,154,86,240,,
6,313538,306.1894531,179,93,272,,
6,323010,315.4394531,187,112,299,,
6,332484,324.6914063,269,157,426,,
6,341950,333.9355469,229,110,339,,
6,351430,343.1933594,172,67,239,,
6,360900,352.4414063,156,72,228,,
6,370374,361.6933594,142,58,200,,
6,379862,370.9589844,160,78,238,,
6,389348,380.2226563,162,78,240,,
6,398820,389.4726563,143,58,201,BAn10m7 (iteration 2),
6,10260,10.01953125,96,44,140,,
6,19724,19.26171875,114,66,180,,
6,29206,28.52148438,112,64,176,,
6,38686,37.77929688,97,57,154,,
6,48162,47.03320313,133,75,208,,
6,57636,56.28515625,137,77,214,,
6,67112,65.5390625,130,74,204,,
6,76578,74.78320313,100,53,153,,
6,86054,84.03710938,205,58,263,,
6,95530,93.29101563,89,48,137,,
6,105004,102.5429688,114,80,194,,
6,114490,111.8066406,115,63,178,,
6,123976,121.0703125,111,62,173,,
6,133446,130.3183594,121,71,192,,
6,142926,139.5761719,126,72,198,,
6,152394,148.8222656,148,71,219,,
6,161874,158.0800781,115,51,166,,
6,171346,167.3300781,117,48,165,,
6,180816,176.578125,160,72,232,,
6,190294,185.8339844,125,63,188,,
6,199778,195.0957031,121,63,184,,
6,209274,204.3691406,124,62,186,,
6,218738,213.6113281,137,68,205,,
6,228220,222.8710938,125,70,195,,
6,237690,232.1191406,143,75,218,,
6,247156,241.3632813,132,61,193,,
6,256632,250.6171875,136,55,191,,
6,266124,259.8867188,133,59,192,,
6,275618,269.1582031,130,65,195,,
6,285088,278.40625,232,50,282,,
6,294546,287.6425781,135,77,212,,
6,304026,296.9003906,140,74,214,,
6,313498,306.1503906,140,66,206,,
6,322974,315.4042969,136,51,187,,
6,332448,324.65625,143,72,215,,
6,341922,333.9082031,189,104,293,,
6,351416,343.1796875,181,68,249,,
6,360884,352.4257813,182,71,253,,
6,370366,361.6855469,224,89,313,,
6,379830,370.9277344,356,91,447,,
6,389300,380.1757813,134,61,195,,
6,398794,389.4472656,141,66,207,BAn10m7 (iteration 3),
6,10262,10.02148438,101,64,165,,
6,19730,19.26757813,128,83,211,,
6,29208,28.5234375,122,72,194,,
6,38686,37.77929688,123,74,197,,
6,48162,47.03320313,191,52,243,,
6,57638,56.28710938,100,54,154,,
6,67116,65.54296875,111,62,173,,
6,76596,74.80078125,97,54,151,,
6,86070,84.05273438,109,46,155,,
6,95550,93.31054688,100,44,144,,
6,105022,102.5605469,115,69,184,,
6,114492,111.8085938,98,50,148,,
6,123976,121.0703125,118,66,184,,
6,133454,130.3261719,201,149,350,,
6,142932,139.5820313,95,48,143,,
6,152410,148.8378906,107,57,164,,
6,161892,158.0976563,112,61,173,,
6,171368,167.3515625,116,67,183,,
6,180836,176.5976563,115,79,194,,
6,190308,185.8476563,128,73,201,,
6,199784,195.1015625,130,88,218,,
6,209264,204.359375,126,55,181,,
6,218746,213.6191406,129,68,197,,
6,228220,222.8710938,125,67,192,,
6,237700,232.1289063,133,72,205,,
6,247182,241.3886719,152,67,219,,
6,256670,250.6542969,151,78,229,,
6,266152,259.9140625,135,69,204,,
6,275624,269.1640625,145,80,225,,
6,285096,278.4140625,125,56,181,,
6,294560,287.65625,138,69,207,,
6,304028,296.9023438,134,50,184,,
6,313504,306.15625,208,106,314,,
6,322982,315.4121094,166,71,237,,
6,332468,324.6757813,157,68,225,,
6,341942,333.9277344,138,67,205,,
6,351416,343.1796875,138,76,214,,
6,360874,352.4160156,202,117,319,,
6,370336,361.65625,190,93,283,,
6,379802,370.9003906,177,88,265,,
6,389268,380.1445313,149,63,212,,
6,398734,389.3886719,145,69,214,BAn10m7 (iteration 4),
6,10262,10.02148438,92,56,148,,
6,19730,19.26757813,101,60,161,,
6,29212,28.52734375,99,59,158,,
6,38688,37.78125,107,59,166,,
6,48164,47.03515625,102,57,159,,
6,57638,56.28710938,100,59,159,,
6,67118,65.54492188,106,60,166,,
6,76586,74.79101563,113,79,192,,
6,86052,84.03515625,104,56,160,,
6,95528,93.2890625,102,60,162,,
6,105012,102.5507813,104,71,175,,
6,114494,111.8105469,107,77,184,,
6,123968,121.0625,115,59,174,,
6,133454,130.3261719,108,56,164,,
6,142930,139.5800781,120,67,187,,
6,152410,148.8378906,111,56,167,,
6,161874,158.0800781,136,82,218,,
6,171352,167.3359375,158,78,236,,
6,180842,176.6035156,109,63,172,,
6,190314,185.8535156,110,59,169,,
6,199802,195.1191406,119,70,189,,
6,209276,204.3710938,115,50,165,,
6,218766,213.6386719,142,74,216,,
6,228236,222.8867188,118,64,182,,
6,237720,232.1484375,121,68,189,,
6,247182,241.3886719,130,68,198,,
6,256668,250.6523438,127,65,192,,
6,266148,259.9101563,139,79,218,,
6,275628,269.1679688,168,71,239,,
6,285112,278.4296875,194,87,281,,
6,294584,287.6796875,180,89,269,,
6,304054,296.9277344,147,67,214,,
6,313538,306.1894531,153,67,220,,
